msname,msinstanceid,nodeid,instance_cpu_usage,instance_memory_usage,timestamp
5e5dac309827db024dac61af6d049e07d53538929a3526a56a1d3705f234c8f4,af0f10a7b23c123078fb9bfe75d3459b6a71ae162a1f0347643dff7e14e4d7e0,ddef69fe0662defd23b0481cea0eed8b2c58b4eb04d7fcd693dd1c26f6cc8c0e,0.1394583333322468,0.6375141143798828,0
fdf57ec4d0c3bed424071bade6afeee01c4c244889e73150bf71ca2186bb45c7,dd6aaf5f2a6ed84d382e227be827b6f89806d3b8ce98a49d78b9c38a679f066b,a6f730ba16b6b0fa4f9175d95a9b34b309bf9bdd39d9f8cef4069d6a6dceddb1,0.2057500000000194,0.7090244293212891,0
579acd997b2c354d325505d708a45dd07f3fc25bd2e2829ee204b8fbdc08b731,b0f254935d39d81f84b12c6a5725810eab9abd0663f919a7a699a989f1931bc6,da7e60df7a82d9920970c29eb705f372eefdd51626fa75fe0b5547f0918d7c5e,0.18879166666689945,0.6647944450378418,0
1ddd9c304c76b32f8f7701391327ca1f2cdcab9492d44d0802d28e73e941dc4d,cd5f540692dcf54cc5cd05f26727de37124846cadfc76ae58be981dba82857fd,fd06f23a38af5fadd45292d7e551bc9e69684826de9cae04651ab6b3579287dc,0.14174999999998666,0.5248637199401855,0
ca43d1f2ea299b9b42bc6e93012b318adbefeeac621c82ef732fcd0241465d62,85fb8517da513b90a2536ecfba7ae13d93510f9d004e9db694a05455f3f0db0a,eff3b8dfa718573992681752b474f91d5486394108b8d60c26c80651786a7031,0.05670833333327512,0.650672435760498,0
9f311ea6f261ae9e5656e6980979ab80102273326e3e4390461d2eed3b2a711f,9bb092a990d218ad733587633c8620b9d2ef1ee7dc6ebca9de62cf48d1fbce46,5d47867e8371dc7643f6c82dda45abc435aa692d5b5ad755e162541ce8074ef6,0.0760208333376795,0.6473102569580078,0
530a42c55ed7f9999e26fb2b97a2c53d593cda13c20965e6f43b37167c6c7715,6ab863ed30f3e4fa3f7052220668c3e453530fda40c461a2b8c92d1ea63338d0,39b86d2da7b8cb45764b88a6ed06c13b48e2bf0dddd6b0bf854665a20b2a9afc,0.06525000000062087,0.48242902755737305,0
24601dd8b36f856eb0a4d759866f475bc62cf843ffe0920e0d4d72ea1e84719c,56684f253cea54d08851f8aab46c1552e677429675a1291683c69fc2b2b56243,0e7c75104c8886a50e280a48128a01c3e5507d3ad48e86a2999f15ffba1c0e54,0.2037916666672875,0.6273355484008789,0
f57e00a4aa43145b3d008a5c71d4b5ad6a3061f9da11cb931fbd66b5563f999f,fe349bb2bc93ec57c4b57f9ccf1e938739dbea4377746fd75d0779a70cc58479,9b89d21639b2ffef1e83249ef7d91ccad3dc771ca4abb14a171b8ec2fc0e81b1,0.38575000000807147,0.6888470649719238,0
0e337f047a062e592acb1be850542d2ac66829277ec311eed311f21ac96266e3,5a85c7a55ed50d111a9bff2ae04280e3ffc3682195ff443f0721989477d36473,74fe964146a16d7bd3f5497b9a419faa959d1dfeea2eb00169f2684a0d5d37d1,0.14274999999906868,0.784672737121582,0
3322acdce65a8353e2f8a32a2bf0474526cfc62c3d13289ab64fb6a5e089e2db,18b9034783c0907ce365e9a540cdb376f81cdcecaa4a0d2bed49fa4069d51527,3e3bba98e390fccce7d62d13309d4f7dc9b9d286fefbf03e2b3c2aae96e98d2c,0.29393749999968954,0.8964905738830566,0
2be3b98bfce0e36bfa57f93d594bb1e183b434540c5bce38233a5dc2e9b80a1b,c0d4a4891f2f85991bfe44521703d26a09ade03afae2d1bbe55af678d57ab87c,51a816b21ee3d495d461cf52b8f5538c406401f90381a99a4fae997160b9895e,0.20502083332588275,0.8431806564331055,0
47182dc77852572b292c56b1887b4606e702c5c26374ee973707ef5614d00735,730b246e8a74b78c8b503d5542c1d9b3f88d54683e37c427017d6d5bb11bcbe0,825f64bca1ca25a3e9af3dc4f90677b863664b7d4105f91358f72e0d55d14baf,0.09483333333240201,0.648524284362793,0
cf5f15ad4585ff713e95993380824a1f0fc1d85792f8dda58f8a150d17c4708a,7a1fe247f311327819fc8eea9b34c4172c70f0b432d082d76eb0ff191ff52008,9234e71e9bb04558769ce94319fe4d5ca9963c2051f509d86f4fa541c1c2cc5f,0.11393749999891346,0.7214295069376627,0
23e1bd91dd3d795d3ba7445223a33afff262ddf5daf58481b52a93e4513ea087,f53488cb941f0453ccc839d91a4c7425d67dc9ddaf0c155932448b7bb8ebd035,c3754214e26a39a38236891d8b585be11425faf6f61b479d2fec5be7226528ae,0.08395833333294528,0.5276522636413574,0
648b2a0c2f0a2c60f552c18abbc9ac747657751fc8db49d0f18cc6c5f9f81fe0,69148f8ee8be90dd7f53404e5dfb827347efc974a9b040e4d956f4970fc23f43,fd86608875ac5eea1d98623e409cd102ccafdfd2dd3c96ed6892d8bb4ee0a73f,0.250604166664804,0.7467827796936035,0
e34bfa7851ab63d1172b1ea22f2bde8d6902077f352461b07ac5c42e05be1626,470330bb3b5c32186698e3550ecb697bcfa10d5123afae1b066aa32b5fa3d33c,85dbf6272dc770db877b124456724359545e8223b7641cbb7e7d0e8f0552254a,0.06258333333341094,0.8026762008666992,0
d03bb97862607468fe3153b28d41a20de1e3144a5662642b8d4c1062c550f622,319a06709aba60f79c7e3143e586c727446933948b6cafed73c9a558c876e583,badcb1c852a11f13cb10d214b340d4c797afbfc2174bdaf1899dfd5b9af6645d,0.11200000000341485,0.7378256320953369,0
109298b0af3961105937ff48abf505151a894eb8ea15befc52cd68d96c94e013,67bfc0d9f7c830163d06f76cabf12a1fc5ea1fe9b937eecde0d22e0abc47d797,45d1f40219019a253a60745c07a63e51f79f5219d1f077cc42f9a66e5c8961a9,0.16566666666573535,0.7560648918151855,0
066074009100226bff110f3dbc90e2bf005c2a41c6c2ce7ad4c4c1af8aba057a,96f4f31262d38cf4c0cbb622138d02f871073e383152b16449b84867f4061581,011cd6ce3fe50f9acc05a7682ef2b2ebe61cb8d3f68244c199f3f752c000d9d9,0.2833333333333333,0.7212886810302734,0
d7428366a524e5d20a7877b2e3718258a4e6ad0e212a90b917be281aa84552e4,857023fe5b98fc55263fb6f5dff3a3da5910da074cbf2047624b6ef7339e5bbf,fde440ccf04c838a7c8310c56cf687385f558feda6286dfae9e275e51794d5b0,0.09949999999953434,0.46146059036254883,0
23bdd392279c3f7f575cdcca6c022c7403272aea434e9e116e15901ec787a9f3,3839c51c03bb35795c42d9506153aa34d925bb3436d2a06bf973ff4bb6f74b67,b0018e0ea630d76b2d2c1f1451f4396575bbef505f707635013ddf1a20a4ac35,0.20493749999829258,0.7773499488830566,0
9834584690d0d9733f92e731af337cd42dec67c0d987fce05903ced52a8f09e1,55c6b33aeee5617bbf04c3cf9ce02e389f97356683e19a9829b6742a8a5e3e57,56e7fce01d759cf5e54ef4cf1b720ab98d62eaa3f515fe0051884b045b042513,0.07708333333333334,0.681725025177002,0
0e1f021c1406813fadb553c759a5732d1a40c031ff54ddcb68528b053c728a13,fd621a49fb49c52d834c6dd91a124e0ab60aff4fcc1b349e7a428aaccf2731dd,377c49b97ebf0e76f9b98c5ca68f872198f44d2c749e929c299c9b025ba7638b,0.2716666666713233,0.8934872150421143,0
4a407edd6a033ba3abbca06d9eef437e856564dbab43af197d04c0c67856fe8d,50cf7252a3d7458a7041e06e929227155778f66500003077646b3a31eef8afae,7480539883662fd518f5d5b17cf8cb652d72966c9ccbd84afc52ca61fa789f4b,0.034124999999767175,0.4322199821472168,0
315f624d255fc7680cb985a3e0796397bc18baa89d4226331ebeae5a62de747f,2c505d859668479b8765d8bf67270b085d1516b6fd6d713f7d45f64d1eb1ed53,e0489cf7917ff99e19e9a31f6d1e9496ddeb4a67872440622a655f676b2bfa57,0.5119583333376794,0.6850180625915527,0
3557add998c8762136da6e3a0af6489ed6425c3d91ca9e3d513dbf9d2f81e85c,131d1a7b39ac3872a707193ffaa4a14489e2ac6fb7b1b3d3155b861565287cab,200e42eb4370fe1a8cef3f9a32547e7749fabcc11e03559da1eb92b3a282cf28,0.1329583333339542,0.6230225563049316,0
b1ecb8cccf4d23374bcfae2751b7d867f61f3d5fa529ef50192f3abd2c47c286,329607ad689e0d5191c941a57e6c3302d811d7637470d9dfb12d179621b9d740,0235d0915a1cd92e8fddce2b831588385fca52e6cd36a3cf0c7a15a5eb055cfc,0.14933333333271245,0.6597347259521484,0
358e600f0761e77d74c586d61961fc53940fe654180cce128b50a08fc39c7278,13da835bd8cd9e961fd887df590c0d322de3e369a558ff44fa2ff2af5854b44e,a33e47aba4a88b05f57219be2d98395966085fde289082e04bb2b37005388aa9,0.10520833333333333,0.9682397842407227,0
df8e9873a8e78bebbdf2ff71c6a092cc664bb6f3c3a8738314e9779859c0ede8,4b110973ed708f323909ab8783987fe2ec69bcff672fa477215586a0e1b8bb48,4c4a27f2d7caea848a54703b57187f0ef6b6f37d7875f4d3a46d769fe93cb06d,0.18066666667194417,0.6558113098144531,0
2387b3f417ee8dc3dcd4f6f9572b6552b704b395290f7773ef87d96ac6bfe0b0,e9937a3c1bc6e067552e1919bb516d8e2ba0f7714d0e020422d6ce2cddf523c4,7e5c996d8258654af05caefeea87e8dbed1daa1806a76ccf4d07481a6365d866,0.04595833333344975,0.512758731842041,30000
9a3ef4d24dd4e7fb8baaa9e30aea1395caa50f583630f69047c8e20f2e8d9554,4dd09694cd09807fe4234cb4982b79201bfbe95297a21c39bfde0a234feedffe,7653f0b5d4806bc0052a74957c1d945254137f759e5c071c74cf9f89eed86ea8,0.2573333333556851,0.8217382431030273,30000
e111dad8443d114635d9a269f8db385fdc8a371b1a64040de4a7f268feaab370,0ce8166f773959cf17b1b2cf5cfbef48855e3485cf96084b7615c01c9f283c45,600d6ce452eee6de0a4df664e4d3d21b6a3d39405f82406214c8675c74e81619,0.2833749999990687,0.7165050506591797,30000
3557add998c8762136da6e3a0af6489ed6425c3d91ca9e3d513dbf9d2f81e85c,03bd6f4a2ced065ca1219adbec881b55a162e567d7809d174f81f20865b5ab80,ec030a60f4f28d315ec740ead3ed40a540ed9cab8d4e628b4306286913cea1d0,0.14112500000434616,0.6454577445983887,30000
694c22359d5666f113617ed767acf6a188bd551ffb3c1395ac5f0af99d489cda,78b94a3b75c9aa259908ea0fe5f93365332549cb6720f0786cdb98ee5e3828c8,561c63e9e2657ffd6c3a8fdb8a54a4480d9f7546208ff91d786dfc92a2781a9d,0.11475000000015521,0.8153738975524902,30000
fee12ebec2801cec8f044a0e3cbdfb9d74a0d83634d97b623ef96820f6325fe5,e16a3ec30d3d3a4933a1f6b6ca9fdbd08dc7dc50ad2bc37e773d6d76c95ca5c0,ec404e8a584d504beb888fcc45dffa4217095b4b655dab8279ad8cb90ce21235,0.2092916666607683,0.6219916343688965,30000
35114acfb54c54fb9618f23cd28bbc57c765f597df140977d7030dcc52775ed4,bd5e1fcda608b7b29ae06f460c3ad6cc594b7a492a4d46745fd5005903b19f50,6638326f4641a4ae9b68fd9dd04230ad160fef669481d9c6688ea51745bcab00,0.1229687500007761,0.20319436391194662,30000
